time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-03 00:00:00+00:00,4,1,,
2025-10-04 00:00:00+00:00,1,1,,
2025-10-05 00:00:00+00:00,2,2,23.0,1.0
2025-10-06 00:00:00+00:00,51,21,235.0,1.0
2025-10-07 00:00:00+00:00,16,13,9.0,1.0
2025-10-08 00:00:00+00:00,16,8,33.0,1.0
2025-10-09 00:00:00+00:00,3,3,,
