time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-03 00:00:00+00:00,4,1,,
2025-10-04 00:00:00+00:00,1,1,,
2025-10-05 00:00:00+00:00,2,2,23.0,1.0
2025-10-06 00:00:00+00:00,3,1,49.0,1.0
